canal_preferido,categoria_favorita,regiao,marca_preferida,influenciador,frequencia_compra,pagamento,genero,ticket_medio,qtd_itens,data_nascimento
ecommerce,laticinios,nordeste,marca_37,influencer_063,mensal,carteira_digital,masculino,177.91898428458205,3,04/07/1961
ecommerce,higiene,sul,marca_49,influencer_049,semanal,debito,outro,142.4709752198021,1,16/01/1964
whatsapp,laticinios,centro_oeste,marca_14,influencer_010,bimestral,debito,masculino,190.01177890471885,4,11/08/1987
app,limpeza,sudeste,marca_20,influencer_014,semanal,credito,feminino,118.37715146461126,6,17/01/1976
parceiros,snacks,nordeste,marca_42,influencer_091,trimestral,pix,outro,97.98722804064974,5,01/06/1956
ecommerce,higiene,sul,marca_46,influencer_002,quinzenal,credito,feminino,146.2842435904385,2,24/02/2004
loja_fisica,bebidas,centro_oeste,marca_49,influencer_006,semanal,carteira_digital,nao_informado,161.22260311657095,6,12/01/2002
whatsapp,mercearia,centro_oeste,marca_12,influencer_108,semanal,debito,masculino,91.42316638113829,6,12/04/1965
app,bebidas,norte,marca_32,influencer_084,bimestral,pix,masculino,40.096139696653864,5,04/08/1989
loja_fisica,snacks,sudeste,marca_53,influencer_000,semanal,pix,outro,46.949384324229,2,13/12/1964
loja_fisica,limpeza,nordeste,marca_23,influencer_037,semanal,debito,masculino,130.45539703387922,4,12/01/1993
parceiros,bebidas,sul,marca_25,influencer_091,semanal,boleto,feminino,181.60757551489687,3,02/07/1992
loja_fisica,bebidas,centro_oeste,marca_59,influencer_049,quinzenal,boleto,feminino,67.96645335767948,1,17/10/1994
app,mercearia,sudeste,marca_06,influencer_056,trimestral,boleto,feminino,109.10534627094307,4,09/04/1983
ecommerce,bebidas,sudeste,marca_42,influencer_054,mensal,pix,masculino,106.06201791072237,7,10/10/1956
loja_fisica,higiene,norte,marca_50,influencer_024,quinzenal,pix,masculino,196.82128268899402,5,03/06/1965
app,snacks,nordeste,marca_08,influencer_086,semanal,pix,feminino,210.34783012349646,6,18/01/2007
loja_fisica,snacks,centro_oeste,marca_42,influencer_012,semanal,boleto,feminino,136.97810753130395,4,04/04/1987
ecommerce,bebidas,sudeste,marca_28,influencer_060,quinzenal,debito,outro,155.92001467685932,6,17/06/1973
loja_fisica,mercearia,norte,marca_51,influencer_020,semanal,pix,feminino,154.8079597726612,6,12/08/2004
loja_fisica,laticinios,sudeste,marca_54,influencer_005,semanal,credito,outro,68.78713721457298,8,21/02/1977
loja_fisica,bebidas,sudeste,marca_52,influencer_016,semanal,boleto,masculino,147.94092061743464,3,12/07/2000
loja_fisica,laticinios,nordeste,marca_03,influencer_104,quinzenal,credito,feminino,79.21574114799635,4,19/10/1997
loja_fisica,limpeza,sudeste,marca_45,influencer_020,bimestral,carteira_digital,outro,113.13856684093534,3,27/05/1955
loja_fisica,limpeza,nordeste,marca_55,influencer_033,semanal,credito,outro,165.58948180332524,5,08/03/2004
parceiros,mercearia,sudeste,marca_37,influencer_016,bimestral,debito,feminino,123.23733303227422,5,04/09/2001
whatsapp,mercearia,sudeste,marca_35,influencer_088,bimestral,credito,feminino,164.0998576424149,6,18/08/2007
ecommerce,mercearia,norte,marca_02,influencer_053,trimestral,debito,outro,171.97053767954264,1,05/05/1988
ecommerce,higiene,sudeste,marca_51,influencer_113,semanal,debito,masculino,49.72265218683221,4,07/10/1992
parceiros,limpeza,norte,marca_02,influencer_079,bimestral,boleto,feminino,32.89209748477484,2,22/10/1969
app,snacks,norte,marca_18,influencer_063,trimestral,credito,nao_informado,166.48369819324466,4,20/02/1963
app,bebidas,sudeste,marca_55,influencer_078,trimestral,debito,outro,168.09629479864805,2,01/08/1959
loja_fisica,limpeza,norte,marca_56,influencer_004,bimestral,credito,nao_informado,130.2637846521224,5,17/08/1964
loja_fisica,bebidas,sul,marca_59,influencer_114,semanal,debito,feminino,135.68864067748524,2,19/03/2006
loja_fisica,snacks,sul,marca_28,influencer_114,trimestral,carteira_digital,outro,155.72190792331025,5,10/03/1969
ecommerce,bebidas,sudeste,marca_10,influencer_032,trimestral,debito,masculino,154.97635645407428,5,21/02/1956
parceiros,bebidas,centro_oeste,marca_29,influencer_075,semanal,boleto,outro,107.83264069631767,4,21/04/1991
ecommerce,limpeza,nordeste,marca_05,influencer_024,semanal,pix,masculino,158.23400941358173,3,18/04/1964
loja_fisica,limpeza,nordeste,marca_52,influencer_065,trimestral,pix,nao_informado,106.14107407651117,2,08/09/1982
ecommerce,higiene,centro_oeste,marca_33,influencer_092,semanal,carteira_digital,nao_informado,129.74204403326377,4,09/12/1990
parceiros,bebidas,sul,marca_24,influencer_112,bimestral,credito,masculino,128.000898220586,4,16/06/1985
loja_fisica,higiene,centro_oeste,marca_04,influencer_040,quinzenal,carteira_digital,nao_informado,85.62243605505068,3,03/10/1995
app,snacks,norte,marca_24,influencer_083,bimestral,pix,outro,90.28050855164031,4,12/07/1955
loja_fisica,mercearia,centro_oeste,marca_51,influencer_085,semanal,debito,feminino,209.3643550712599,7,28/12/1969
app,limpeza,centro_oeste,marca_42,influencer_026,bimestral,carteira_digital,masculino,84.32456988903013,3,18/05/1976
loja_fisica,higiene,centro_oeste,marca_04,influencer_075,mensal,debito,masculino,134.79837066622147,4,25/09/1994
app,higiene,sudeste,marca_09,influencer_078,trimestral,carteira_digital,nao_informado,143.1919670586643,4,10/11/1983
app,laticinios,norte,marca_23,influencer_091,semanal,carteira_digital,nao_informado,117.83134834872402,3,21/11/1995
app,mercearia,norte,marca_05,influencer_119,semanal,debito,feminino,146.8595974145262,6,21/05/1994
whatsapp,higiene,norte,marca_56,influencer_004,semanal,debito,masculino,133.1593306429073,3,06/05/1997
whatsapp,higiene,sul,marca_39,influencer_024,semanal,carteira_digital,nao_informado,85.18993807530501,5,07/01/1987
whatsapp,bebidas,centro_oeste,marca_05,influencer_017,trimestral,credito,feminino,141.47269176554332,5,13/08/1994
whatsapp,laticinios,sudeste,marca_47,influencer_018,semanal,boleto,masculino,98.21174309022598,4,18/07/1991
loja_fisica,snacks,nordeste,marca_21,influencer_054,semanal,credito,feminino,189.62676733339302,2,20/05/1956
parceiros,snacks,nordeste,marca_14,influencer_105,trimestral,credito,nao_informado,137.16501108868337,6,28/03/1969
parceiros,laticinios,sudeste,marca_34,influencer_053,quinzenal,pix,outro,91.99385895658988,4,03/11/2002
app,mercearia,norte,marca_00,influencer_080,semanal,boleto,nao_informado,133.69158215794576,6,18/12/1959
parceiros,bebidas,sudeste,marca_27,influencer_045,bimestral,boleto,masculino,83.00582244361519,6,27/12/1984
ecommerce,bebidas,norte,marca_50,influencer_038,quinzenal,pix,outro,130.31116319974367,2,05/06/1995
whatsapp,bebidas,centro_oeste,marca_55,influencer_100,trimestral,debito,masculino,110.97208841333958,3,27/09/1977
ecommerce,limpeza,sul,marca_20,influencer_078,bimestral,debito,outro,86.9251532642617,5,24/10/1964
loja_fisica,bebidas,norte,marca_38,influencer_041,quinzenal,debito,feminino,86.42234421852089,5,05/10/1956
parceiros,laticinios,sudeste,marca_13,influencer_109,mensal,debito,outro,217.39737032652337,2,06/05/1989
ecommerce,laticinios,centro_oeste,marca_33,influencer_059,trimestral,debito,outro,123.65569126806751,3,06/11/1986
loja_fisica,limpeza,centro_oeste,marca_15,influencer_022,quinzenal,pix,outro,102.73043341483212,4,03/08/1991
ecommerce,limpeza,sudeste,marca_34,influencer_057,bimestral,credito,masculino,95.80325601032608,4,11/02/1963
ecommerce,snacks,norte,marca_10,influencer_080,quinzenal,credito,outro,138.8466441161034,5,13/02/1979
ecommerce,bebidas,nordeste,marca_56,influencer_043,mensal,boleto,nao_informado,94.46015861786961,4,13/06/1984
ecommerce,mercearia,nordeste,marca_53,influencer_101,bimestral,credito,feminino,76.21528132425007,4,24/12/1999
whatsapp,bebidas,norte,marca_20,influencer_063,semanal,carteira_digital,feminino,118.70342412383062,3,13/09/1965
ecommerce,bebidas,nordeste,marca_46,influencer_055,mensal,debito,nao_informado,118.40123643394664,1,06/08/1991
app,snacks,nordeste,marca_05,influencer_103,semanal,credito,outro,103.31860087094283,8,20/08/1991
app,bebidas,sudeste,marca_44,influencer_055,bimestral,carteira_digital,outro,84.34830882241374,4,18/12/1986
parceiros,higiene,sul,marca_16,influencer_049,mensal,pix,feminino,104.36113596786024,4,14/07/1959
ecommerce,mercearia,centro_oeste,marca_07,influencer_012,quinzenal,carteira_digital,nao_informado,101.21450542738683,4,19/05/1961
parceiros,mercearia,sudeste,marca_40,influencer_043,semanal,pix,masculino,95.66543297068398,3,06/05/1986
app,limpeza,nordeste,marca_28,influencer_047,trimestral,debito,feminino,131.0600027295479,3,22/07/1988
whatsapp,laticinios,sudeste,marca_31,influencer_021,quinzenal,boleto,outro,209.04911931896942,2,08/03/1989
whatsapp,higiene,centro_oeste,marca_31,influencer_070,quinzenal,debito,nao_informado,173.27060681349462,2,02/12/1995
parceiros,laticinios,nordeste,marca_03,influencer_017,semanal,pix,outro,197.67677877154057,5,12/12/1975
whatsapp,higiene,sul,marca_02,influencer_026,mensal,debito,feminino,97.29234763863838,4,07/05/1970
ecommerce,snacks,sul,marca_35,influencer_067,quinzenal,debito,feminino,186.98752949884764,5,15/09/2003
whatsapp,laticinios,nordeste,marca_37,influencer_032,trimestral,credito,nao_informado,129.09103265476668,4,13/10/1991
loja_fisica,snacks,centro_oeste,marca_02,influencer_076,bimestral,boleto,masculino,159.45453966879052,5,26/08/1982
whatsapp,bebidas,nordeste,marca_22,influencer_082,semanal,debito,outro,138.3081583219262,4,12/02/1984
app,snacks,nordeste,marca_36,influencer_035,mensal,carteira_digital,outro,106.2693113515941,3,03/02/1994
loja_fisica,higiene,norte,marca_39,influencer_010,semanal,debito,outro,148.77990474424178,2,15/09/1971
parceiros,snacks,sul,marca_49,influencer_058,semanal,pix,outro,139.39722214473903,5,23/02/1978
loja_fisica,limpeza,sul,marca_25,influencer_010,bimestral,debito,feminino,49.27254002348418,1,08/10/1957
whatsapp,laticinios,sul,marca_32,influencer_061,semanal,boleto,feminino,115.03503075547488,2,09/06/1996
loja_fisica,snacks,sudeste,marca_34,influencer_087,trimestral,boleto,outro,154.89616746313118,2,06/10/1981
app,limpeza,norte,marca_18,influencer_074,mensal,pix,masculino,131.0968645277555,4,21/02/2002
loja_fisica,snacks,centro_oeste,marca_02,influencer_053,semanal,debito,outro,138.77883883991186,5,05/05/1970
app,mercearia,centro_oeste,marca_00,influencer_113,trimestral,boleto,masculino,89.94304691420204,6,08/02/1976
whatsapp,bebidas,centro_oeste,marca_50,influencer_011,mensal,credito,outro,130.24842425618723,1,03/06/1957
parceiros,bebidas,nordeste,marca_11,influencer_105,semanal,pix,nao_informado,116.14629555236245,7,11/01/2006
whatsapp,higiene,sul,marca_37,influencer_095,mensal,boleto,outro,111.86187061587569,2,25/04/1973
whatsapp,limpeza,norte,marca_34,influencer_050,trimestral,debito,feminino,92.82974287866497,5,13/04/1963
app,mercearia,centro_oeste,marca_23,influencer_018,quinzenal,boleto,nao_informado,156.59449418652645,1,04/07/1987
ecommerce,limpeza,norte,marca_49,influencer_018,quinzenal,boleto,outro,133.81874331382727,2,22/01/1999
parceiros,mercearia,nordeste,marca_41,influencer_110,mensal,credito,feminino,129.7819109975738,6,10/04/1960
loja_fisica,higiene,norte,marca_01,influencer_027,quinzenal,debito,masculino,202.03138649966309,4,05/09/1982
parceiros,bebidas,norte,marca_46,influencer_104,semanal,debito,masculino,138.9519667806985,2,01/05/1980
loja_fisica,bebidas,centro_oeste,marca_30,influencer_060,mensal,boleto,nao_informado,168.01986750573576,3,10/08/1962
parceiros,bebidas,norte,marca_20,influencer_055,trimestral,pix,nao_informado,130.9173131024439,2,05/11/1969
parceiros,snacks,nordeste,marca_43,influencer_074,bimestral,pix,nao_informado,105.87345247953235,1,15/07/1988
parceiros,higiene,sul,marca_41,influencer_025,semanal,debito,masculino,77.63450713422564,7,13/11/2007
parceiros,snacks,nordeste,marca_18,influencer_051,quinzenal,credito,masculino,129.65560511991126,10,19/12/1961
whatsapp,limpeza,sul,marca_58,influencer_112,semanal,credito,outro,13.460418481739708,4,08/07/1988
whatsapp,higiene,centro_oeste,marca_38,influencer_028,quinzenal,debito,nao_informado,130.89868303564762,4,03/06/2002
parceiros,limpeza,nordeste,marca_36,influencer_110,bimestral,credito,masculino,132.61593571979455,5,04/04/1995
parceiros,limpeza,nordeste,marca_03,influencer_119,quinzenal,credito,masculino,111.2972968061169,1,03/11/1998
app,snacks,sul,marca_16,influencer_005,trimestral,pix,masculino,116.30534556298478,1,08/10/2003
loja_fisica,snacks,norte,marca_26,influencer_063,mensal,pix,outro,69.9532192776363,4,21/03/1989
loja_fisica,limpeza,nordeste,marca_37,influencer_020,bimestral,credito,nao_informado,175.424144802829,6,16/08/1956
loja_fisica,limpeza,sudeste,marca_30,influencer_074,trimestral,pix,nao_informado,106.50996175561897,4,11/04/1967
whatsapp,snacks,centro_oeste,marca_45,influencer_118,bimestral,credito,nao_informado,81.11629014386531,4,07/12/1976
ecommerce,snacks,sul,marca_15,influencer_107,trimestral,debito,outro,141.7864426093396,7,05/04/2006
whatsapp,mercearia,nordeste,marca_42,influencer_110,bimestral,carteira_digital,feminino,124.43024431161335,4,05/02/1966
whatsapp,limpeza,sudeste,marca_48,influencer_025,mensal,pix,feminino,105.66660861889636,4,08/12/2000
ecommerce,bebidas,nordeste,marca_45,influencer_064,quinzenal,credito,feminino,101.43866537890239,4,14/08/1988
app,higiene,norte,marca_46,influencer_027,quinzenal,debito,outro,119.77445229034754,6,17/11/1992
whatsapp,laticinios,centro_oeste,marca_53,influencer_107,trimestral,boleto,nao_informado,173.83263882141463,4,27/11/1960
ecommerce,bebidas,sudeste,marca_04,influencer_022,semanal,credito,nao_informado,138.78185641946175,1,27/06/1974
ecommerce,laticinios,centro_oeste,marca_41,influencer_018,trimestral,carteira_digital,outro,118.62366877970044,2,08/06/1979
ecommerce,bebidas,norte,marca_58,influencer_001,quinzenal,debito,masculino,154.09735502884962,1,21/11/1980
loja_fisica,higiene,sul,marca_34,influencer_021,bimestral,credito,feminino,121.10127564512968,3,04/05/2001
loja_fisica,higiene,sudeste,marca_12,influencer_022,quinzenal,pix,nao_informado,136.062091033414,3,23/03/1972
app,bebidas,sul,marca_59,influencer_009,trimestral,boleto,outro,126.0451092794668,4,27/07/2001
parceiros,laticinios,centro_oeste,marca_10,influencer_104,semanal,pix,masculino,143.59121672055383,5,18/08/2000
ecommerce,higiene,sul,marca_19,influencer_093,quinzenal,carteira_digital,feminino,102.23423303172251,2,16/10/1989
whatsapp,laticinios,nordeste,marca_10,influencer_030,trimestral,carteira_digital,outro,74.42628545749696,2,11/02/1971
parceiros,snacks,norte,marca_27,influencer_093,quinzenal,credito,nao_informado,156.2739260165919,2,25/06/1960
app,laticinios,centro_oeste,marca_24,influencer_050,quinzenal,credito,nao_informado,180.19713271251857,1,27/07/1967
whatsapp,laticinios,norte,marca_29,influencer_093,trimestral,debito,masculino,76.32475664961211,6,20/12/1987
parceiros,limpeza,norte,marca_55,influencer_038,trimestral,pix,masculino,127.17166696586278,1,03/03/1966
ecommerce,snacks,sudeste,marca_28,influencer_067,semanal,pix,feminino,102.04519242782888,2,25/08/2002
app,mercearia,centro_oeste,marca_30,influencer_045,mensal,debito,masculino,155.3351476800305,7,23/08/1976
whatsapp,limpeza,sul,marca_53,influencer_022,semanal,carteira_digital,outro,129.86582939313533,6,11/12/1969
app,laticinios,sudeste,marca_49,influencer_070,semanal,debito,nao_informado,253.09889145719782,3,08/06/1988
loja_fisica,higiene,centro_oeste,marca_14,influencer_090,mensal,boleto,outro,107.94266058757961,4,22/03/1963
app,snacks,sudeste,marca_00,influencer_090,semanal,carteira_digital,masculino,181.49169347900522,4,18/07/1999
whatsapp,bebidas,sudeste,marca_37,influencer_042,mensal,credito,feminino,185.38522581404538,2,22/11/1984
loja_fisica,mercearia,norte,marca_50,influencer_062,quinzenal,credito,outro,141.34389836200253,3,28/02/2004
parceiros,laticinios,sul,marca_33,influencer_091,trimestral,credito,masculino,121.48333277512778,5,11/09/2000
whatsapp,bebidas,sudeste,marca_12,influencer_006,mensal,carteira_digital,masculino,123.79350789960115,7,24/07/1959
loja_fisica,mercearia,nordeste,marca_44,influencer_008,semanal,debito,feminino,120.40819408422635,5,14/10/2002
parceiros,laticinios,norte,marca_40,influencer_044,trimestral,carteira_digital,masculino,165.33198849652564,4,24/04/1957
app,bebidas,norte,marca_33,influencer_026,trimestral,pix,masculino,85.09454811689162,5,07/11/1997
ecommerce,bebidas,sudeste,marca_51,influencer_044,quinzenal,pix,feminino,113.56064107688417,4,24/02/1974
parceiros,mercearia,nordeste,marca_47,influencer_011,trimestral,carteira_digital,outro,108.71256169105963,6,20/07/1973
parceiros,limpeza,centro_oeste,marca_39,influencer_070,quinzenal,pix,masculino,50.952223155041594,5,13/07/1997
ecommerce,bebidas,sudeste,marca_39,influencer_080,quinzenal,boleto,nao_informado,154.35659639049646,6,26/04/1969
app,mercearia,sudeste,marca_39,influencer_094,quinzenal,debito,nao_informado,162.5167752557336,1,12/02/2003
whatsapp,limpeza,sudeste,marca_31,influencer_077,semanal,credito,nao_informado,94.63126265753735,5,21/12/1957
loja_fisica,laticinios,nordeste,marca_27,influencer_047,bimestral,credito,feminino,161.2052982661898,3,15/06/1963
app,laticinios,sudeste,marca_42,influencer_112,mensal,credito,masculino,56.65369115850861,3,04/12/1973
app,mercearia,norte,marca_36,influencer_087,trimestral,boleto,masculino,120.9581801280974,6,08/04/1970
ecommerce,higiene,centro_oeste,marca_29,influencer_063,quinzenal,debito,feminino,114.94966117245114,3,23/08/2001
app,snacks,sudeste,marca_07,influencer_024,semanal,pix,outro,123.5099483359837,4,14/07/2002
loja_fisica,higiene,norte,marca_42,influencer_077,quinzenal,credito,feminino,123.30180681008385,4,24/05/1977
app,bebidas,sudeste,marca_38,influencer_070,semanal,boleto,feminino,116.91833347114354,4,04/06/1985
whatsapp,limpeza,sudeste,marca_20,influencer_081,trimestral,boleto,outro,104.48908338335887,3,22/04/1972
whatsapp,bebidas,norte,marca_21,influencer_093,bimestral,boleto,outro,115.65176126168942,4,25/02/1976
loja_fisica,higiene,nordeste,marca_14,influencer_109,bimestral,carteira_digital,outro,174.5288495640566,5,28/09/1972
